method,solution_id,name,team,position,value,forecast,role,is_captain,is_vice_captain
Simple average,Simple average | two_stage | fixed_split | xi_cap=55,Anthony Gordon,Newcastle,MID,6.1,4.653846153846154,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Cole Palmer,Chelsea,MID,5.8,4.9625860101479695,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Dominic Solanke,Bournemouth,FWD,7.0,5.166690308291283,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.719313524727714,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Kieran Trippier,Newcastle,DEF,6.9,3.846133239496449,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Mohamed Salah,Liverpool,MID,13.0,6.509131521625363,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Ollie Watkins,Aston Villa,FWD,8.8,6.521280791806624,XI,False,True
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Phil Foden,Man City,MID,8.1,5.429759354737169,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Son Heung-min,Spurs,MID,9.6,5.7718498486809935,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",William Saliba,Arsenal,DEF,5.7,4.026783039564562,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.000",Đorđe Petrović,Chelsea,GK,4.5,3.8461577296238474,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Alphonse Areola,West Ham,GK,4.2,3.1947768878877363,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Bukayo Saka,Arsenal,MID,9.1,6.889276021980589,XI,True,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Cameron Archer,Sheffield Utd,FWD,4.3,2.587877345394426,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Chris Richards,Crystal Palace,DEF,3.9,3.292915506373225,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Dominic Solanke,Bournemouth,FWD,7.0,5.166690308291283,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.713835584186551,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.719313524727714,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Jarrad Branthwaite,Everton,DEF,4.2,3.0111381712071617,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Kieran Trippier,Newcastle,DEF,6.9,3.846133239496449,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Mohamed Salah,Liverpool,MID,13.0,6.509131521625363,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Ollie Watkins,Aston Villa,FWD,8.8,6.521280791806624,XI,False,True
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Phil Foden,Man City,MID,8.1,5.429759354737169,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Son Heung-min,Spurs,MID,9.6,5.7718498486809935,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",William Saliba,Arsenal,DEF,5.7,4.026783039564562,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.005",Đorđe Petrović,Chelsea,GK,4.5,3.8461577296238474,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Bukayo Saka,Arsenal,MID,9.1,6.889276021980589,XI,True,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Chris Richards,Crystal Palace,DEF,3.9,3.292915506373225,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Cole Palmer,Chelsea,MID,5.8,4.9625860101479695,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Dominic Solanke,Bournemouth,FWD,7.0,5.166690308291283,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.3457141090091707,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.719313524727714,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Joachim Andersen,Crystal Palace,DEF,4.7,3.300563882087221,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Jordan Pickford,Everton,GK,4.6,3.7198934275200375,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.203009734992741,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Mohamed Salah,Liverpool,MID,13.0,6.509131521625363,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Ollie Watkins,Aston Villa,FWD,8.8,6.521280791806624,XI,False,True
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Phil Foden,Man City,MID,8.1,5.429759354737169,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Son Heung-min,Spurs,MID,9.6,5.7718498486809935,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",William Saliba,Arsenal,DEF,5.7,4.026783039564562,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.010",Đorđe Petrović,Chelsea,GK,4.5,3.8461577296238474,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Bukayo Saka,Arsenal,MID,9.1,6.889276021980589,XI,True,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Chris Richards,Crystal Palace,DEF,3.9,3.292915506373225,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Cole Palmer,Chelsea,MID,5.8,4.9625860101479695,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Dominic Solanke,Bournemouth,FWD,7.0,5.166690308291283,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.713835584186551,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.3457141090091707,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.719313524727714,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Jordan Pickford,Everton,GK,4.6,3.7198934275200375,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Julián Álvarez,Man City,FWD,6.7,4.865286094876097,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Mohamed Salah,Liverpool,MID,13.0,6.509131521625363,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Ollie Watkins,Aston Villa,FWD,8.8,6.521280791806624,XI,False,True
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Pedro Porro,Spurs,DEF,5.8,3.483352669149965,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Son Heung-min,Spurs,MID,9.6,5.7718498486809935,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",William Saliba,Arsenal,DEF,5.7,4.026783039564562,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.020",Đorđe Petrović,Chelsea,GK,4.5,3.8461577296238474,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Anthony Gordon,Newcastle,MID,6.1,4.719112049475669,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Bukayo Saka,Arsenal,MID,9.1,6.889276021980589,XI,True,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Chris Richards,Crystal Palace,DEF,3.9,3.292915506373225,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Cole Palmer,Chelsea,MID,5.8,4.9625860101479695,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Dominic Solanke,Bournemouth,FWD,7.0,5.166690308291283,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.3457141090091707,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.719313524727714,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Jordan Pickford,Everton,GK,4.6,3.7198934275200375,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Julián Álvarez,Man City,FWD,6.7,4.865286094876097,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Kieran Trippier,Newcastle,DEF,6.9,3.846133239496449,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Mohamed Salah,Liverpool,MID,13.0,6.509131521625363,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Ollie Watkins,Aston Villa,FWD,8.8,6.521280791806624,XI,False,True
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Phil Foden,Man City,MID,8.1,5.429759354737169,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",William Saliba,Arsenal,DEF,5.7,4.026783039564562,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.050",Đorđe Petrović,Chelsea,GK,4.5,3.8461577296238474,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Bukayo Saka,Arsenal,MID,9.1,6.889276021980589,XI,True,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Cole Palmer,Chelsea,MID,5.8,4.9625860101479695,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Dominic Solanke,Bournemouth,FWD,7.0,5.166690308291283,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.713835584186551,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Emerson Palmieri dos Santos,West Ham,DEF,4.4,3.3457141090091707,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,3.719313524727714,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Joachim Andersen,Crystal Palace,DEF,4.7,3.300563882087221,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Jordan Pickford,Everton,GK,4.6,3.7198934275200375,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Julián Álvarez,Man City,FWD,6.7,4.865286094876097,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Kieran Trippier,Newcastle,DEF,6.9,3.846133239496449,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Mohamed Salah,Liverpool,MID,13.0,6.509131521625363,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Ollie Watkins,Aston Villa,FWD,8.8,6.521280791806624,XI,False,True
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Phil Foden,Man City,MID,8.1,5.429759354737169,Bench,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",William Saliba,Arsenal,DEF,5.7,4.026783039564562,XI,False,False
"ARIMA(1,0,0)","ARIMA(1,0,0) | joint_pareto | delta=0.100",Đorđe Petrović,Chelsea,GK,4.5,3.8461577296238474,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Bukayo Saka,Arsenal,MID,9.1,6.975393294884185,XI,True,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Cameron Archer,Sheffield Utd,FWD,4.3,3.046040620163375,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Carlton Morris,Luton,FWD,5.0,4.081290960294155,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Chris Richards,Crystal Palace,DEF,3.9,3.3400655638178876,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Conor Bradley,Liverpool,DEF,4.1,2.7576148829116,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Daniel Muñoz,Crystal Palace,DEF,4.5,3.455011873506663,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.752072515529853,XI,False,True
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Jakub Kiwior,Arsenal,DEF,4.3,4.42838207362497,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Jordan Pickford,Everton,GK,4.6,3.729964038008132,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Lewis Dunk,Brighton,DEF,5.1,4.053072975868461,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Mohamed Salah,Liverpool,MID,13.0,6.472523981111602,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Ollie Watkins,Aston Villa,FWD,8.8,6.530840568507672,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Pablo Sarabia,Wolves,MID,4.7,3.6172281466960996,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Son Heung-min,Spurs,MID,9.6,5.763018581069041,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",Đorđe Petrović,Chelsea,GK,4.5,4.160060006624626,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Bukayo Saka,Arsenal,MID,9.1,6.975393294884185,XI,True,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Cameron Archer,Sheffield Utd,FWD,4.3,3.046040620163375,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Carlton Morris,Luton,FWD,5.0,4.081290960294155,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Chris Richards,Crystal Palace,DEF,3.9,3.3400655638178876,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Conor Bradley,Liverpool,DEF,4.1,2.7576148829116,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Daniel Muñoz,Crystal Palace,DEF,4.5,3.455011873506663,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.752072515529853,XI,False,True
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Jakub Kiwior,Arsenal,DEF,4.3,4.42838207362497,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Jordan Pickford,Everton,GK,4.6,3.729964038008132,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Lewis Dunk,Brighton,DEF,5.1,4.053072975868461,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Mohamed Salah,Liverpool,MID,13.0,6.472523981111602,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Ollie Watkins,Aston Villa,FWD,8.8,6.530840568507672,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Pablo Sarabia,Wolves,MID,4.7,3.6172281466960996,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Son Heung-min,Spurs,MID,9.6,5.763018581069041,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",Đorđe Petrović,Chelsea,GK,4.5,4.160060006624626,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Anthony Gordon,Newcastle,MID,6.1,4.808034328554537,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Bukayo Saka,Arsenal,MID,9.1,6.975393294884185,XI,True,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Carlton Morris,Luton,FWD,5.0,4.081290960294155,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Chris Richards,Crystal Palace,DEF,3.9,3.3400655638178876,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Cole Palmer,Chelsea,MID,5.8,4.973795323387624,XI,False,True
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.752072515529853,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Jakub Kiwior,Arsenal,DEF,4.3,4.42838207362497,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Jordan Pickford,Everton,GK,4.6,3.729964038008132,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Kieran Trippier,Newcastle,DEF,6.9,4.053769695113634,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Lewis Dunk,Brighton,DEF,5.1,4.053072975868461,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.461115479496612,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Ollie Watkins,Aston Villa,FWD,8.8,6.530840568507672,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Pablo Sarabia,Wolves,MID,4.7,3.6172281466960996,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Pedro Porro,Spurs,DEF,5.8,4.081124152507548,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",Đorđe Petrović,Chelsea,GK,4.5,4.160060006624626,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Anthony Gordon,Newcastle,MID,6.1,4.808034328554537,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Bukayo Saka,Arsenal,MID,9.1,6.975393294884185,XI,True,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Carlton Morris,Luton,FWD,5.0,4.081290960294155,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Chris Richards,Crystal Palace,DEF,3.9,3.3400655638178876,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Cole Palmer,Chelsea,MID,5.8,4.973795323387624,XI,False,True
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.752072515529853,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Jakub Kiwior,Arsenal,DEF,4.3,4.42838207362497,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Jordan Pickford,Everton,GK,4.6,3.729964038008132,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Kieran Trippier,Newcastle,DEF,6.9,4.053769695113634,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Lewis Dunk,Brighton,DEF,5.1,4.053072975868461,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.461115479496612,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Ollie Watkins,Aston Villa,FWD,8.8,6.530840568507672,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Pablo Sarabia,Wolves,MID,4.7,3.6172281466960996,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Pedro Porro,Spurs,DEF,5.8,4.081124152507548,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",Đorđe Petrović,Chelsea,GK,4.5,4.160060006624626,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Anthony Gordon,Newcastle,MID,6.1,4.808034328554537,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Bukayo Saka,Arsenal,MID,9.1,6.975393294884185,XI,True,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Carlton Morris,Luton,FWD,5.0,4.081290960294155,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Chris Richards,Crystal Palace,DEF,3.9,3.3400655638178876,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Cole Palmer,Chelsea,MID,5.8,4.973795323387624,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.752072515529853,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Jakub Kiwior,Arsenal,DEF,4.3,4.42838207362497,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Jordan Pickford,Everton,GK,4.6,3.729964038008132,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Julián Álvarez,Man City,FWD,6.7,4.861613841494203,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Kieran Trippier,Newcastle,DEF,6.9,4.053769695113634,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Lewis Dunk,Brighton,DEF,5.1,4.053072975868461,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Mohamed Salah,Liverpool,MID,13.0,6.472523981111602,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Ollie Watkins,Aston Villa,FWD,8.8,6.530840568507672,XI,False,True
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Pedro Porro,Spurs,DEF,5.8,4.081124152507548,Bench,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",Đorđe Petrović,Chelsea,GK,4.5,4.160060006624626,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Anthony Gordon,Newcastle,MID,6.1,4.808034328554537,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Bukayo Saka,Arsenal,MID,9.1,6.975393294884185,XI,True,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Carlton Morris,Luton,FWD,5.0,4.081290960294155,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Chris Richards,Crystal Palace,DEF,3.9,3.3400655638178876,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Cole Palmer,Chelsea,MID,5.8,4.973795323387624,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,4.752072515529853,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Jakub Kiwior,Arsenal,DEF,4.3,4.42838207362497,XI,False,False
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",Jordan Pickford,Everton,GK,4.6,3.729964038008132,Bench,False,False
